Temps(s),U(V),Itot(A),IL(A),IR(A)
-2.961000e-02,-42,4,4.2,-0.6
-2.960000e-02,-42,3.8,4.4,-0.6
-2.959000e-02,-42,4,4.2,-0.6
-2.958000e-02,-48,3.6,4.2,-0.8
-2.957000e-02,-42,3.8,4.4,-0.6
-2.956000e-02,-42,3.6,4.4,-0.6
-2.955000e-02,-48,3.8,4.2,-0.6
-2.954000e-02,-48,3.8,4.4,-0.6
-2.953000e-02,-48,3.6,4.2,-0.6
-2.952000e-02,-54,3.6,4.6,-0.8
-2.951000e-02,-54,3.6,4.2,-0.8
-2.950000e-02,-54,3.6,4.4,-0.8
-2.949000e-02,-54,3.4,4.2,-0.6
-2.948000e-02,-54,3.6,4.2,-0.6
-2.947000e-02,-60,3.6,4.2,-0.6
-2.946000e-02,-54,3.4,4.4,-0.6
-2.945000e-02,-60,3.4,4.2,-0.8
-2.944000e-02,-66,3.2,4.2,-0.8
-2.943000e-02,-54,3.4,4.4,-0.8
-2.942000e-02,-60,3.4,4.2,-1
-2.941000e-02,-66,3.4,4.2,-1
-2.940000e-02,-60,3.4,4.2,-1
-2.939000e-02,-66,3.4,4.2,-1
-2.938000e-02,-60,3.4,4,-0.8
-2.937000e-02,-72,3.2,4,-1
-2.936000e-02,-66,3.2,4,-1.2
-2.935000e-02,-66,3.2,4.2,-1
-2.934000e-02,-78,3.2,4,-0.8
-2.933000e-02,-72,3.2,4,-0.8
-2.932000e-02,-72,3.4,4,-1
-2.931000e-02,-78,3.2,4.2,-0.8
-2.930000e-02,-78,3.4,3.8,-1
-2.929000e-02,-72,3.2,4,-0.8
-2.928000e-02,-78,3.2,4.2,-1
-2.927000e-02,-78,2.8,4,-1
-2.926000e-02,-78,3,4.2,-1
-2.925000e-02,-84,3,4,-1
-2.924000e-02,-84,3,3.8,-1.2
-2.923000e-02,-84,3.2,3.8,-1.2
-2.922000e-02,-90,3,4,-1.2
-2.921000e-02,-84,3,4,-0.8
-2.920000e-02,-84,3,4,-1
-2.919000e-02,-90,3,4,-1.2
-2.918000e-02,-90,3,4,-1.2
-2.917000e-02,-90,2.8,4,-0.8
-2.916000e-02,-78,2.8,4,-1
-2.915000e-02,-90,3,4,-1.2
-2.914000e-02,-84,2.8,4,-1.2
-2.913000e-02,-90,2.6,4,-1.2
-2.912000e-02,-90,2.8,4,-1.2
-2.911000e-02,-90,2.8,3.6,-1.4
-2.910000e-02,-96,2.6,4,-1.2
-2.909000e-02,-102,2.8,3.8,-1.2
-2.908000e-02,-108,2.6,3.8,-1.2
-2.907000e-02,-102,2.6,3.8,-1.2
-2.906000e-02,-102,2.6,3.8,-1.2
-2.905000e-02,-96,2.8,4,-1
-2.904000e-02,-102,2.6,3.8,-1.2
-2.903000e-02,-102,2.4,3.8,-1.2
-2.902000e-02,-96,2.8,4,-1.2
-2.901000e-02,-96,2.6,3.6,-1.2
-2.900000e-02,-102,2.6,4,-1.2
-2.899000e-02,-102,2.6,3.8,-1.4
-2.898000e-02,-96,2.4,3.8,-1.4
-2.897000e-02,-102,2.6,3.6,-1.2
-2.896000e-02,-102,2.4,3.6,-1.2
-2.895000e-02,-108,2.2,3.8,-1.2
-2.894000e-02,-108,2.6,3.6,-1.4
-2.893000e-02,-108,2.6,3.8,-1.4
-2.892000e-02,-108,2.6,3.6,-1.4
-2.891000e-02,-114,2.4,3.6,-1.4
-2.890000e-02,-108,2.2,3.8,-1.2
-2.889000e-02,-108,2.2,3.6,-1.4
-2.888000e-02,-108,2.2,3.6,-1.4
-2.887000e-02,-114,2.2,3.8,-1.4
-2.886000e-02,-114,2.2,3.6,-1.6
-2.885000e-02,-114,2.4,3.8,-1.4
-2.884000e-02,-120,2.2,3.6,-1.4
-2.883000e-02,-126,2.2,3.6,-1.4
-2.882000e-02,-120,2.2,3.6,-1.4
-2.881000e-02,-126,2.2,3.6,-1.4
-2.880000e-02,-120,2.4,3.6,-1.6
-2.879000e-02,-120,2,3.6,-1.4
-2.878000e-02,-114,2,3.6,-1.6
-2.877000e-02,-126,2.4,3.6,-1.2
-2.876000e-02,-126,2,3.6,-1.6
-2.875000e-02,-126,2,3.6,-1.4
-2.874000e-02,-126,2,3.4,-1.4
-2.873000e-02,-126,2,3.6,-1.6
-2.872000e-02,-120,2,3.6,-1.6
-2.871000e-02,-126,1.8,3.6,-1.6
-2.870000e-02,-120,2,3.6,-1.4
-2.869000e-02,-132,2,3.4,-1.6
-2.868000e-02,-132,2,3.4,-1.6
-2.867000e-02,-126,1.8,3.4,-1.6
-2.866000e-02,-132,1.6,3.4,-1.6
-2.865000e-02,-138,1.8,3.6,-1.8
-2.864000e-02,-132,1.6,3.6,-1.6
-2.863000e-02,-132,2,3.4,-1.6
-2.862000e-02,-132,1.8,3.6,-1.6
-2.861000e-02,-138,1.8,3.4,-1.6
-2.860000e-02,-132,1.8,3.4,-1.6
-2.859000e-02,-132,1.8,3.4,-1.6
-2.858000e-02,-144,1.6,3.4,-1.6
-2.857000e-02,-138,1.8,3.4,-1.8
-2.856000e-02,-138,1.4,3.4,-1.8
-2.855000e-02,-138,1.6,3.4,-1.6
-2.854000e-02,-138,1.6,3.4,-1.8
-2.853000e-02,-144,1.6,3.2,-1.8
-2.852000e-02,-138,1.6,3.2,-1.6
-2.851000e-02,-144,1.4,3.4,-1.6
-2.850000e-02,-144,1.6,3.4,-1.8
-2.849000e-02,-144,1.6,3.4,-1.4
-2.848000e-02,-138,1.2,3,-1.8
-2.847000e-02,-144,1.4,3,-2
-2.846000e-02,-150,1.6,3.2,-2
-2.845000e-02,-150,1.2,3.2,-2
-2.844000e-02,-144,1.6,3.2,-1.8
-2.843000e-02,-156,1.2,3,-1.8
-2.842000e-02,-156,1.4,3.4,-2
-2.841000e-02,-156,1.4,3.2,-2
-2.840000e-02,-150,1.4,3.4,-1.8
-2.839000e-02,-150,1.2,3.2,-1.8
-2.838000e-02,-162,1.4,3.2,-2
-2.837000e-02,-150,1.4,3.2,-2
-2.836000e-02,-156,1.2,3,-2
-2.835000e-02,-156,1.4,3.2,-1.8
-2.834000e-02,-156,1.2,3,-2
-2.833000e-02,-156,1.2,3.2,-2
-2.832000e-02,-156,1.2,3.2,-2
-2.831000e-02,-156,1.2,3.2,-2
-2.830000e-02,-156,1.2,3,-1.8
-2.829000e-02,-162,1,3,-2
-2.828000e-02,-162,1,2.8,-2
-2.827000e-02,-162,1,3,-2
-2.826000e-02,-168,1,3,-2
-2.825000e-02,-168,1.2,3.2,-2.2
-2.824000e-02,-162,1,3,-2
-2.823000e-02,-168,1,3,-2.2
-2.822000e-02,-168,0.8,3,-2.2
-2.821000e-02,-168,0.8,3.2,-2
-2.820000e-02,-174,1,2.8,-2
-2.819000e-02,-180,1,3,-2
-2.818000e-02,-168,0.8,3,-2.2
-2.817000e-02,-168,0.6,2.8,-2
-2.816000e-02,-168,0.8,3,-2.2
-2.815000e-02,-174,0.8,3,-2
-2.814000e-02,-174,0.6,3,-2.2
-2.813000e-02,-180,0.8,3,-2.2
-2.812000e-02,-180,0.8,2.8,-2.2
-2.811000e-02,-180,0.8,3,-2
-2.810000e-02,-174,0.8,3,-2.2
-2.809000e-02,-168,0.6,3,-2.2
-2.808000e-02,-180,0.6,3,-2.2
-2.807000e-02,-180,0.6,3,-2.2
-2.806000e-02,-174,0.6,3.2,-2.2
-2.805000e-02,-186,0.6,2.8,-2.2
-2.804000e-02,-174,0.8,2.8,-2.4
-2.803000e-02,-180,0.8,2.8,-2.2
-2.802000e-02,-174,0.8,2.6,-2.2
-2.801000e-02,-174,0.6,2.6,-2.2
-2.800000e-02,-186,0.6,2.8,-2.2
-2.799000e-02,-186,0.4,2.8,-2.4
-2.798000e-02,-180,0.4,2.6,-2.2
-2.797000e-02,-186,0.4,2.8,-2.4
-2.796000e-02,-186,0.6,2.8,-2.4
-2.795000e-02,-186,0.2,2.8,-2.2
-2.794000e-02,-186,0.4,2.6,-2.2
-2.793000e-02,-186,0.4,2.6,-2.6
-2.792000e-02,-186,0.4,2.6,-2.4
-2.791000e-02,-192,0.4,2.6,-2.2
-2.790000e-02,-186,0.4,2.8,-2.2
-2.789000e-02,-186,0.4,2.8,-2.2
-2.788000e-02,-192,0.2,2.6,-2.4
-2.787000e-02,-192,0.4,2.6,-2.4
-2.786000e-02,-192,0.4,2.4,-2.2
-2.785000e-02,-186,0.2,2.8,-2.2
-2.784000e-02,-192,0.2,2.6,-2.2
-2.783000e-02,-192,0.2,2.6,-2.4
-2.782000e-02,-192,0.2,2.6,-2.4
-2.781000e-02,-192,0.2,2.4,-2.4
-2.780000e-02,-198,0,2.8,-2.2
-2.779000e-02,-198,0.2,2.6,-2.6
-2.778000e-02,-192,0.2,2.4,-2.4
-2.777000e-02,-198,0.2,2.4,-2.4
-2.776000e-02,-198,0,2.4,-2.4
-2.775000e-02,-192,0.2,2.4,-2.4
-2.774000e-02,-198,0,2.6,-2.4
-2.773000e-02,-198,0,2.2,-2.4
-2.772000e-02,-204,0.2,2.4,-2.6
-2.771000e-02,-204,0,2.4,-2.6
-2.770000e-02,-198,0,2.4,-2.6
-2.769000e-02,-204,0,2.6,-2.4
-2.768000e-02,-204,0,2.4,-2.6
-2.767000e-02,-204,0,2.4,-2.6
-2.766000e-02,-210,0,2.4,-2.6
-2.765000e-02,-204,0,2.2,-2.4
-2.764000e-02,-210,0,2.4,-2.4
-2.763000e-02,-210,-0.2,2.4,-2.6
-2.762000e-02,-210,-0.2,2.4,-2.2
-2.761000e-02,-216,0,2.2,-2.6
-2.760000e-02,-210,0,2.4,-2.6
-2.759000e-02,-210,-0.2,2.6,-2.8
-2.758000e-02,-216,-0.2,2.4,-2.6
-2.757000e-02,-210,-0.2,2.4,-2.8
-2.756000e-02,-204,-0.2,2.2,-2.8
-2.755000e-02,-210,-0.2,2.2,-2.6
-2.754000e-02,-210,-0.2,2.4,-2.8
-2.753000e-02,-216,-0.4,2.2,-2.8
-2.752000e-02,-210,-0.4,2.2,-2.8
-2.751000e-02,-216,-0.4,2.2,-2.8
-2.750000e-02,-222,-0.4,2,-2.8
-2.749000e-02,-222,-0.4,2.2,-2.8
-2.748000e-02,-216,-0.4,2.2,-2.8
-2.747000e-02,-222,-0.2,2.2,-2.8
-2.746000e-02,-216,-0.4,2.2,-2.8
-2.745000e-02,-222,-0.6,2.2,-2.8
-2.744000e-02,-228,-0.6,2.2,-2.8
-2.743000e-02,-228,-0.4,2.2,-2.8
-2.742000e-02,-222,-0.6,2.2,-2.8
-2.741000e-02,-222,-0.4,2.2,-3
-2.740000e-02,-222,-0.6,2.2,-2.8
-2.739000e-02,-234,-0.6,2.2,-2.8
-2.738000e-02,-228,-0.4,2.2,-3
-2.737000e-02,-228,-0.6,2,-3
-2.736000e-02,-222,-0.6,2,-2.8
-2.735000e-02,-234,-0.6,2.2,-3
-2.734000e-02,-234,-0.4,1.8,-3
-2.733000e-02,-234,-0.8,2,-2.8
-2.732000e-02,-228,-0.6,1.8,-3
-2.731000e-02,-228,-0.8,2.2,-2.8
-2.730000e-02,-234,-0.6,1.8,-2.8
-2.729000e-02,-234,-0.8,2,-3
-2.728000e-02,-228,-0.6,2,-2.8
-2.727000e-02,-228,-1,1.8,-2.8
-2.726000e-02,-234,-0.8,2,-2.8
-2.725000e-02,-234,-0.4,2,-3
-2.724000e-02,-234,-1,2,-3
-2.723000e-02,-246,-1,2,-3
-2.722000e-02,-240,-1,2,-3
-2.721000e-02,-240,-0.8,1.8,-2.8
-2.720000e-02,-240,-0.8,1.8,-2.8
-2.719000e-02,-240,-1,1.8,-3
-2.718000e-02,-240,-1,1.8,-3
-2.717000e-02,-240,-0.8,1.8,-3.2
-2.716000e-02,-246,-1,1.8,-3
-2.715000e-02,-240,-0.8,1.8,-3
-2.714000e-02,-240,-1.2,1.6,-3
-2.713000e-02,-240,-1,1.8,-3.2
-2.712000e-02,-240,-1.2,1.6,-3.4
-2.711000e-02,-246,-1.2,1.6,-3
-2.710000e-02,-246,-1.2,1.6,-3
-2.709000e-02,-252,-1.2,1.6,-3.2
-2.708000e-02,-246,-1.2,1.8,-3.2
-2.707000e-02,-252,-1.2,1.6,-3.2
-2.706000e-02,-252,-1.2,1.6,-3
-2.705000e-02,-252,-1.2,1.8,-3.2
-2.704000e-02,-246,-1.2,1.4,-3.2
-2.703000e-02,-252,-1.2,1.6,-3
-2.702000e-02,-258,-1.2,1.6,-3.2
-2.701000e-02,-258,-1.2,1.6,-3
-2.700000e-02,-252,-1.4,1.6,-3.2
-2.699000e-02,-258,-1.4,1.6,-3.2
-2.698000e-02,-258,-1.2,1.6,-3.2
-2.697000e-02,-258,-1.4,1.4,-3.2
-2.696000e-02,-252,-1.4,1.6,-3.2
-2.695000e-02,-258,-1.4,1.4,-3.2
-2.694000e-02,-252,-1.4,1.6,-3.2
-2.693000e-02,-258,-1.4,1.6,-3.2
-2.692000e-02,-264,-1.6,1.6,-3.2
-2.691000e-02,-264,-1.6,1.6,-3.2
-2.690000e-02,-258,-1.6,1.4,-3.4
-2.689000e-02,-264,-1.2,1.4,-3.2
-2.688000e-02,-264,-1.6,1.6,-3.4
-2.687000e-02,-264,-1.8,1.6,-3.2
-2.686000e-02,-264,-1.6,1.4,-3.2
-2.685000e-02,-264,-1.6,1.4,-3.4
-2.684000e-02,-270,-1.4,1.2,-3.2
-2.683000e-02,-264,-1.8,1.4,-3.4
-2.682000e-02,-264,-1.8,1.4,-3.2
-2.681000e-02,-270,-1.8,1.4,-3.2
-2.680000e-02,-270,-1.6,1.2,-3.4
-2.679000e-02,-270,-1.8,1.4,-3.4
-2.678000e-02,-264,-1.8,1.4,-3.4
-2.677000e-02,-270,-1.6,1.4,-3.2
-2.676000e-02,-270,-1.8,1,-3.4
-2.675000e-02,-270,-1.8,1.4,-3.2
-2.674000e-02,-270,-1.8,1.2,-3.6
-2.673000e-02,-270,-2,1.2,-3.2
-2.672000e-02,-270,-1.8,1.2,-3.4
-2.671000e-02,-282,-1.8,1.2,-3.4
-2.670000e-02,-276,-2,1.2,-3.2
-2.669000e-02,-276,-2,1.4,-3.4
-2.668000e-02,-276,-2.2,1,-3.4
-2.667000e-02,-270,-2.2,1,-3.2
-2.666000e-02,-276,-2.2,1.2,-3.4
-2.665000e-02,-282,-2,0.8,-3.4
-2.664000e-02,-276,-2.2,1,-3.4
-2.663000e-02,-282,-2.2,1,-3.4
-2.662000e-02,-276,-2,1,-3.4
-2.661000e-02,-276,-2.2,1,-3.4
-2.660000e-02,-270,-2.2,1,-3.4
-2.659000e-02,-276,-2.2,1.2,-3.6
-2.658000e-02,-282,-2.2,1.2,-3.4
-2.657000e-02,-282,-2.2,1,-3.6
-2.656000e-02,-288,-2.4,1,-3.4
-2.655000e-02,-282,-2.4,1.2,-3.6
-2.654000e-02,-276,-2.4,1,-3.4
-2.653000e-02,-282,-2.2,1,-3.4
-2.652000e-02,-282,-2.2,1.2,-3.8
-2.651000e-02,-276,-2.4,1,-3.6
-2.650000e-02,-288,-2.4,0.8,-3.6
-2.649000e-02,-288,-2.6,0.8,-3.6
-2.648000e-02,-288,-2.4,1,-3.4
-2.647000e-02,-294,-2.6,0.8,-3.4
-2.646000e-02,-294,-2.6,1,-3.6
-2.645000e-02,-288,-2.6,0.8,-3.4
-2.644000e-02,-294,-2.6,0.8,-3.8
-2.643000e-02,-288,-2.6,0.8,-3.4
-2.642000e-02,-288,-2.6,0.8,-3.4
-2.641000e-02,-294,-2.6,1,-3.4
-2.640000e-02,-288,-2.8,0.8,-3.6
-2.639000e-02,-288,-2.8,0.8,-3.6
-2.638000e-02,-300,-2.6,0.6,-3.6
-2.637000e-02,-288,-2.6,0.6,-3.6
-2.636000e-02,-288,-2.8,0.8,-3.6
-2.635000e-02,-294,-2.8,0.6,-3.4
-2.634000e-02,-294,-2.8,0.8,-3.6
-2.633000e-02,-294,-2.8,0.8,-3.8
-2.632000e-02,-288,-2.8,0.8,-3.6
-2.631000e-02,-300,-2.8,0.6,-3.6
-2.630000e-02,-294,-3,0.8,-3.6
-2.629000e-02,-300,-3,0.6,-3.6
-2.628000e-02,-300,-3,0.6,-3.4
-2.627000e-02,-294,-3,0.6,-3.8
-2.626000e-02,-294,-3,0.4,-3.8
-2.625000e-02,-294,-3,0.8,-3.6
-2.624000e-02,-300,-3,0.6,-3.6
-2.623000e-02,-294,-3,0.8,-3.8
-2.622000e-02,-294,-3,0.4,-3.4
-2.621000e-02,-300,-3.2,0.4,-3.8
-2.620000e-02,-300,-3,0.6,-3.6
-2.619000e-02,-300,-3,0.6,-3.6
-2.618000e-02,-306,-3.2,0.4,-3.8
-2.617000e-02,-300,-3,0.4,-3.8
-2.616000e-02,-300,-3.2,0.2,-3.8
-2.615000e-02,-306,-3.2,0.6,-3.8
-2.614000e-02,-294,-3.2,0.4,-3.6
-2.613000e-02,-300,-3.2,0.4,-3.8
-2.612000e-02,-300,-3,0.4,-3.8
-2.611000e-02,-300,-3,0.4,-3.6
-2.610000e-02,-300,-3,0.4,-3.8
-2.609000e-02,-306,-3.2,0.4,-3.6
-2.608000e-02,-300,-3.2,0.4,-3.8
-2.607000e-02,-306,-3.4,0,-3.8
-2.606000e-02,-306,-3.2,0.6,-3.6
-2.605000e-02,-306,-3.2,0.2,-3.8
-2.604000e-02,-306,-3.4,0.2,-3.8
-2.603000e-02,-306,-3.6,0.2,-3.8
-2.602000e-02,-300,-3.6,0.4,-3.6
-2.601000e-02,-306,-3.4,0.4,-3.8
-2.600000e-02,-300,-3.2,0.2,-3.8
-2.599000e-02,-294,-3.4,0.4,-3.8
-2.598000e-02,-312,-3.4,0.4,-3.8
-2.597000e-02,-306,-3.6,0,-3.8
-2.596000e-02,-306,-3.6,0.2,-4
-2.595000e-02,-306,-3.6,0,-3.8
-2.594000e-02,-306,-3.4,0.2,-3.8
-2.593000e-02,-306,-3.6,0,-3.8
-2.592000e-02,-306,-3.4,0,-3.8
-2.591000e-02,-306,-3.4,0,-3.8
-2.590000e-02,-306,-3.4,0,-3.6
-2.589000e-02,-312,-3.6,0,-3.8
-2.588000e-02,-306,-3.8,0,-3.8
-2.587000e-02,-312,-3.6,0,-4
-2.586000e-02,-306,-3.8,0,-4
-2.585000e-02,-306,-3.8,0,-3.8
-2.584000e-02,-306,-3.6,0,-4
-2.583000e-02,-312,-3.8,0,-3.6
-2.582000e-02,-306,-3.8,0,-3.8
-2.581000e-02,-306,-3.6,0,-3.8
-2.580000e-02,-306,-3.8,0,-4
-2.579000e-02,-312,-3.6,0,-4
-2.578000e-02,-312,-3.6,0,-3.8
-2.577000e-02,-306,-3.8,0,-3.6
-2.576000e-02,-306,-3.6,-0.2,-3.8
-2.575000e-02,-312,-4,0,-3.8
-2.574000e-02,-306,-4,0,-4
-2.573000e-02,-306,-4,-0.2,-3.8
-2.572000e-02,-312,-3.8,-0.2,-3.8
-2.571000e-02,-318,-3.8,-0.2,-4
-2.570000e-02,-312,-3.6,-0.2,-3.8
-2.569000e-02,-306,-3.8,-0.2,-4
-2.568000e-02,-312,-4,-0.2,-3.6
-2.567000e-02,-312,-3.8,-0.2,-3.8
-2.566000e-02,-306,-4,-0.2,-3.8
-2.565000e-02,-312,-4,-0.2,-4
-2.564000e-02,-312,-4,-0.2,-4
-2.563000e-02,-306,-3.8,-0.2,-4
-2.562000e-02,-312,-4.2,-0.2,-3.8
-2.561000e-02,-312,-4.2,-0.2,-4
-2.560000e-02,-312,-4,-0.4,-3.8
-2.559000e-02,-312,-4,-0.4,-3.6
-2.558000e-02,-312,-4.2,-0.2,-3.8
-2.557000e-02,-306,-4.2,-0.2,-3.8
-2.556000e-02,-306,-4.2,-0.2,-4
-2.555000e-02,-312,-4,-0.2,-4
-2.554000e-02,-318,-4.2,-0.4,-4
-2.553000e-02,-306,-4.2,-0.4,-4.2
-2.552000e-02,-312,-4.2,-0.2,-4
-2.551000e-02,-312,-4.4,-0.4,-4
-2.550000e-02,-312,-4.2,-0.4,-3.8
-2.549000e-02,-312,-4.4,-0.4,-4
-2.548000e-02,-312,-4.2,-0.4,-3.8
-2.547000e-02,-318,-4.4,-0.4,-3.8
-2.546000e-02,-312,-4.4,-0.2,-3.8
-2.545000e-02,-312,-4.4,-0.4,-3.8
-2.544000e-02,-312,-4.2,-0.4,-4
-2.543000e-02,-312,-4.4,-0.6,-4
-2.542000e-02,-312,-4.2,-0.4,-4
-2.541000e-02,-324,-4.4,-0.4,-3.8
-2.540000e-02,-312,-4.4,-0.4,-4
-2.539000e-02,-312,-4.4,-0.4,-3.8
-2.538000e-02,-318,-4.4,-0.4,-3.8
-2.537000e-02,-312,-4.4,-0.4,-4
-2.536000e-02,-306,-4.4,-0.6,-4
-2.535000e-02,-318,-4.4,-0.6,-3.8
-2.534000e-02,-312,-4.4,-0.6,-4
-2.533000e-02,-312,-4.4,-0.6,-3.8
-2.532000e-02,-312,-4.6,-0.8,-4
-2.531000e-02,-312,-4.6,-0.6,-4
-2.530000e-02,-312,-4.6,-0.8,-3.8
-2.529000e-02,-318,-4.4,-0.6,-3.8
-2.528000e-02,-312,-4.8,-0.8,-4
-2.527000e-02,-312,-4.6,-0.6,-3.8
-2.526000e-02,-312,-4.4,-0.8,-4
-2.525000e-02,-318,-4.8,-1,-3.8
-2.524000e-02,-312,-4.8,-0.6,-3.8
-2.523000e-02,-318,-4.8,-0.6,-4
-2.522000e-02,-318,-4.8,-0.6,-4
-2.521000e-02,-312,-4.8,-0.6,-3.8
-2.520000e-02,-312,-4.8,-0.6,-3.8
-2.519000e-02,-312,-4.8,-0.8,-4
-2.518000e-02,-312,-4.6,-0.8,-3.8
-2.517000e-02,-312,-4.6,-0.8,-3.8
-2.516000e-02,-312,-4.8,-0.8,-3.8
-2.515000e-02,-312,-4.8,-1,-4
-2.514000e-02,-318,-4.8,-1,-3.6
-2.513000e-02,-312,-4.8,-1,-3.8
-2.512000e-02,-312,-5,-0.8,-3.8
-2.511000e-02,-312,-4.8,-1,-3.8
-2.510000e-02,-312,-4.8,-1,-3.6
-2.509000e-02,-312,-4.8,-0.8,-3.8
-2.508000e-02,-312,-5,-0.6,-4
-2.507000e-02,-312,-4.8,-1,-3.8
-2.506000e-02,-312,-5,-0.8,-3.8
-2.505000e-02,-312,-5,-1.2,-3.6
-2.504000e-02,-312,-5,-1,-3.8
-2.503000e-02,-318,-5.2,-1,-3.8
-2.502000e-02,-318,-4.8,-1,-3.8
-2.501000e-02,-318,-4.8,-1,-4
-2.500000e-02,-312,-5.2,-1,-4.2
-2.499000e-02,-312,-5,-1,-3.8
-2.498000e-02,-312,-5.2,-1.2,-4
-2.497000e-02,-318,-5,-1,-4
-2.496000e-02,-318,-5.2,-1,-4
-2.495000e-02,-318,-5,-1.2,-3.8
-2.494000e-02,-318,-5,-1,-4
-2.493000e-02,-318,-5.2,-1.2,-3.8
-2.492000e-02,-318,-5,-1.2,-3.8
-2.491000e-02,-312,-5.4,-1.2,-3.8
-2.490000e-02,-312,-5,-1.4,-4
-2.489000e-02,-312,-5.2,-1.2,-3.8
-2.488000e-02,-318,-5.2,-1.2,-3.8
-2.487000e-02,-312,-5.2,-1.2,-3.8
-2.486000e-02,-312,-5.4,-1.2,-3.8
-2.485000e-02,-318,-5.4,-1.4,-3.8
-2.484000e-02,-312,-5.4,-1.4,-3.8
-2.483000e-02,-324,-5.2,-1.4,-3.6
-2.482000e-02,-312,-5.2,-1.6,-3.8
-2.481000e-02,-312,-5.2,-1.2,-3.8
-2.480000e-02,-312,-5.4,-1.4,-4
-2.479000e-02,-318,-5.4,-1.4,-4.2
-2.478000e-02,-312,-5.4,-1.4,-3.8
-2.477000e-02,-318,-5.4,-1.6,-3.8
-2.476000e-02,-318,-5.4,-1.4,-3.8
-2.475000e-02,-318,-5.4,-1.4,-3.8
-2.474000e-02,-312,-5.4,-1.6,-3.8
-2.473000e-02,-306,-5.4,-1.4,-4.2
-2.472000e-02,-312,-5.6,-1.6,-3.8
-2.471000e-02,-312,-5.4,-1.6,-4.2
-2.470000e-02,-312,-5.4,-1.4,-3.8
-2.469000e-02,-318,-5.6,-1.6,-3.8
-2.468000e-02,-312,-5.4,-1.4,-4.2
-2.467000e-02,-318,-5.6,-1.6,-4
-2.466000e-02,-312,-5.6,-1.6,-4
-2.465000e-02,-312,-5.4,-1.8,-4
-2.464000e-02,-312,-5.8,-1.4,-4
-2.463000e-02,-312,-5.6,-1.6,-4
-2.462000e-02,-318,-5.8,-1.4,-4
-2.461000e-02,-312,-5.4,-1.8,-3.6
-2.460000e-02,-312,-5.4,-1.6,-3.8
-2.459000e-02,-306,-5.8,-1.8,-3.8
-2.458000e-02,-312,-5.8,-1.6,-3.6
-2.457000e-02,-312,-5.6,-1.6,-3.8
-2.456000e-02,-312,-5.8,-1.6,-3.8
-2.455000e-02,-318,-5.4,-1.6,-4
-2.454000e-02,-318,-5.6,-1.8,-4
-2.453000e-02,-312,-5.6,-1.8,-3.8
-2.452000e-02,-318,-5.4,-1.8,-3.8
-2.451000e-02,-312,-5.8,-2,-4
-2.450000e-02,-312,-5.8,-1.6,-4
-2.449000e-02,-312,-5.8,-1.8,-4
-2.448000e-02,-306,-5.8,-2,-4
-2.447000e-02,-318,-5.8,-1.8,-3.8
-2.446000e-02,-312,-5.8,-1.6,-4
-2.445000e-02,-312,-5.8,-1.8,-4
-2.444000e-02,-312,-5.8,-2,-3.8
-2.443000e-02,-312,-5.8,-1.8,-3.8
-2.442000e-02,-312,-5.8,-2,-4.2
-2.441000e-02,-312,-5.8,-1.8,-3.8
-2.440000e-02,-312,-6,-2,-3.8
-2.439000e-02,-318,-6,-2,-4
-2.438000e-02,-312,-6,-1.8,-4
-2.437000e-02,-312,-5.8,-2,-3.8
-2.436000e-02,-312,-6,-2,-3.8
-2.435000e-02,-312,-5.8,-2,-3.8
-2.434000e-02,-306,-6,-2,-3.8
-2.433000e-02,-312,-6,-2.2,-4
-2.432000e-02,-312,-6,-1.8,-4
-2.431000e-02,-312,-6,-2,-4
-2.430000e-02,-306,-5.8,-2.2,-3.8
-2.429000e-02,-312,-6.2,-2,-3.8
-2.428000e-02,-312,-5.8,-2,-4
-2.427000e-02,-312,-6,-2.2,-3.8
-2.426000e-02,-318,-5.8,-2.4,-3.8
-2.425000e-02,-306,-6.2,-2,-4
-2.424000e-02,-312,-6,-2,-3.8
-2.423000e-02,-312,-6,-2.4,-4
-2.422000e-02,-312,-6.4,-2.2,-4
-2.421000e-02,-300,-6,-2.2,-3.8
-2.420000e-02,-312,-6.2,-2.4,-3.8
-2.419000e-02,-312,-6.2,-2.4,-3.8
-2.418000e-02,-312,-6.2,-2.4,-3.8
-2.417000e-02,-312,-6.2,-2,-3.6
-2.416000e-02,-306,-6.2,-2,-3.8
-2.415000e-02,-306,-6.2,-2.2,-3.8
-2.414000e-02,-312,-6.2,-2.2,-3.8
-2.413000e-02,-306,-6.2,-2.2,-3.8
-2.412000e-02,-300,-6.2,-2.4,-3.8
-2.411000e-02,-306,-6.4,-2.2,-4
-2.410000e-02,-306,-6.2,-2.4,-3.8
-2.409000e-02,-306,-6.2,-2.4,-3.8
-2.408000e-02,-306,-6.2,-2.4,-3.8
-2.407000e-02,-300,-6.4,-2.4,-3.6
-2.406000e-02,-306,-6.2,-2.6,-3.8
-2.405000e-02,-300,-6.2,-2.6,-3.8
-2.404000e-02,-306,-6.4,-2.6,-3.8
-2.403000e-02,-300,-6.2,-2.4,-3.8
-2.402000e-02,-300,-6.4,-2.4,-3.6
-2.401000e-02,-300,-6.4,-2.6,-3.6
-2.400000e-02,-300,-6.2,-2.6,-3.8
-2.399000e-02,-300,-6.2,-2.4,-3.8
-2.398000e-02,-306,-6.2,-2.4,-3.4
-2.397000e-02,-300,-6.4,-2.8,-3.8
