TIME,Uedf,IL,IR,Us
-4.530000e-03,-300,-2.2,-3.8,-318
-4.520000e-03,-294,-2.4,-3.8,-312
-4.510000e-03,-294,-2.4,-3.8,-318
-4.500000e-03,-294,-2.6,-3.8,-318
-4.490000e-03,-306,-2.4,-3.8,-312
-4.480000e-03,-300,-2.4,-3.8,-306
-4.470000e-03,-300,-2.8,-3.6,-318
-4.460000e-03,-300,-2.6,-3.8,-312
-4.450000e-03,-294,-2.6,-3.6,-318
-4.440000e-03,-300,-2.6,-3.8,-312
-4.430000e-03,-300,-2.6,-3.8,-312
-4.420000e-03,-294,-2.6,-3.6,-312
-4.410000e-03,-294,-2.6,-3.8,-318
-4.400000e-03,-294,-2.4,-3.8,-312
-4.390000e-03,-306,-2.8,-3.8,-318
-4.380000e-03,-294,-2.6,-3.6,-318
-4.370000e-03,-294,-2.6,-3.6,-312
-4.360000e-03,-300,-2.8,-3.6,-312
-4.350000e-03,-300,-2.8,-3.8,-312
-4.340000e-03,-300,-2.6,-3.8,-312
-4.330000e-03,-294,-2.8,-3.8,-312
-4.320000e-03,-300,-2.6,-3.8,-318
-4.310000e-03,-300,-2.8,-3.8,-312
-4.300000e-03,-294,-2.8,-3.8,-306
-4.290000e-03,-300,-2.8,-3.8,-318
-4.280000e-03,-294,-3,-3.8,-312
-4.270000e-03,-300,-3,-3.8,-312
-4.260000e-03,-294,-2.8,-3.6,-318
-4.250000e-03,-294,-3,-3.8,-312
-4.240000e-03,-294,-3,-3.8,-312
-4.230000e-03,-294,-2.8,-3.6,-318
-4.220000e-03,-306,-3,-3.8,-312
-4.210000e-03,-294,-3,-3.6,-312
-4.200000e-03,-294,-3,-3.8,-312
-4.190000e-03,-294,-3,-3.8,-312
-4.180000e-03,-294,-3.2,-3.6,-312
-4.170000e-03,-294,-3.2,-3.8,-318
-4.160000e-03,-300,-3,-3.6,-312
-4.150000e-03,-300,-3.2,-3.6,-312
-4.140000e-03,-294,-3.2,-3.6,-318
-4.130000e-03,-294,-3.2,-3.6,-306
-4.120000e-03,-288,-3.2,-4,-312
-4.110000e-03,-294,-3.2,-3.6,-318
-4.100000e-03,-300,-3.2,-3.8,-312
-4.090000e-03,-294,-3.2,-3.8,-312
-4.080000e-03,-300,-3.2,-3.8,-312
-4.070000e-03,-294,-3.2,-3.6,-312
-4.060000e-03,-294,-3.2,-3.6,-312
-4.050000e-03,-288,-3.2,-3.6,-312
-4.040000e-03,-294,-3.4,-3.8,-306
-4.030000e-03,-288,-3.6,-3.6,-306
-4.020000e-03,-294,-3.4,-3.6,-312
-4.010000e-03,-294,-3.4,-3.4,-300
-4.000000e-03,-294,-3.4,-3.8,-306
-3.990000e-03,-294,-3.4,-3.6,-312
-3.980000e-03,-294,-3.2,-3.6,-306
-3.970000e-03,-288,-3.4,-3.6,-306
-3.960000e-03,-288,-3.4,-3.6,-306
-3.950000e-03,-294,-3.4,-3.8,-306
-3.940000e-03,-288,-3.4,-3.8,-306
-3.930000e-03,-288,-3.6,-3.6,-306
-3.920000e-03,-288,-3.6,-3.6,-306
-3.910000e-03,-288,-3.6,-3.6,-300
-3.900000e-03,-288,-3.8,-3.6,-300
-3.890000e-03,-282,-3.6,-3.4,-306
-3.880000e-03,-288,-3.4,-3.8,-306
-3.870000e-03,-288,-3.6,-3.4,-306
-3.860000e-03,-288,-3.8,-3.6,-306
-3.850000e-03,-288,-3.6,-3.6,-300
-3.840000e-03,-288,-3.8,-3.4,-306
-3.830000e-03,-282,-4,-3.4,-312
-3.820000e-03,-282,-3.8,-3.4,-306
-3.810000e-03,-276,-4,-3.4,-306
-3.800000e-03,-288,-3.6,-3.4,-300
-3.790000e-03,-282,-3.8,-3.6,-300
-3.780000e-03,-282,-3.6,-3.6,-300
-3.770000e-03,-282,-4,-3.4,-300
-3.760000e-03,-282,-3.8,-3.6,-300
-3.750000e-03,-282,-3.8,-3.4,-300
-3.740000e-03,-282,-4,-3.6,-306
-3.730000e-03,-282,-4,-3.6,-300
-3.720000e-03,-288,-3.8,-3.6,-294
-3.710000e-03,-288,-4,-3.4,-294
-3.700000e-03,-282,-3.8,-3.6,-294
-3.690000e-03,-276,-4,-3.4,-300
-3.680000e-03,-282,-4,-3.4,-300
-3.670000e-03,-270,-3.8,-3.4,-294
-3.660000e-03,-282,-4,-3.6,-294
-3.650000e-03,-276,-4,-3.4,-300
-3.640000e-03,-276,-4.2,-3.4,-294
-3.630000e-03,-270,-4,-3.6,-294
-3.620000e-03,-276,-4.2,-3.4,-294
-3.610000e-03,-270,-4,-3.6,-294
-3.600000e-03,-276,-4.2,-3.4,-294
-3.590000e-03,-276,-4.4,-3.6,-294
-3.580000e-03,-270,-4,-3.4,-288
-3.570000e-03,-276,-4.2,-3.6,-288
-3.560000e-03,-276,-4.2,-3.6,-288
-3.550000e-03,-264,-4.2,-3.4,-294
-3.540000e-03,-276,-4.4,-3.4,-288
-3.530000e-03,-270,-4.4,-3.2,-294
-3.520000e-03,-276,-4.2,-3.6,-288
-3.510000e-03,-276,-4.2,-3.6,-294
-3.500000e-03,-270,-4.4,-3.4,-294
-3.490000e-03,-276,-4.6,-3.4,-294
-3.480000e-03,-270,-4.4,-3.4,-288
-3.470000e-03,-270,-4.6,-3.2,-282
-3.460000e-03,-270,-4.4,-3.2,-282
-3.450000e-03,-270,-4.4,-3.4,-288
-3.440000e-03,-264,-4.4,-3.4,-294
-3.430000e-03,-264,-4.4,-3.4,-282
-3.420000e-03,-264,-4.4,-3.2,-288
-3.410000e-03,-264,-4.2,-3.4,-282
-3.400000e-03,-270,-4.4,-3.4,-282
-3.390000e-03,-270,-4.6,-3.4,-282
-3.380000e-03,-264,-4.6,-3.2,-276
-3.370000e-03,-258,-4.4,-3.2,-288
-3.360000e-03,-258,-4.6,-3.4,-282
-3.350000e-03,-270,-4.8,-3.2,-276
-3.340000e-03,-264,-4.6,-3.4,-288
-3.330000e-03,-264,-4.6,-3.2,-288
-3.320000e-03,-258,-4.6,-3.2,-282
-3.310000e-03,-258,-4.6,-3.2,-282
-3.300000e-03,-258,-4.8,-3.4,-276
-3.290000e-03,-258,-4.6,-3.2,-288
-3.280000e-03,-258,-4.8,-3.4,-282
-3.270000e-03,-258,-4.8,-3.2,-282
-3.260000e-03,-264,-4.6,-3.2,-276
-3.250000e-03,-258,-4.8,-3.4,-276
-3.240000e-03,-258,-4.6,-3.2,-276
-3.230000e-03,-264,-4.6,-3.2,-276
-3.220000e-03,-258,-4.8,-3.2,-276
-3.210000e-03,-258,-4.6,-3.2,-282
-3.200000e-03,-258,-4.8,-3.2,-276
-3.190000e-03,-258,-4.8,-3.2,-270
-3.180000e-03,-252,-5,-3.4,-276
-3.170000e-03,-258,-4.8,-3,-282
-3.160000e-03,-258,-4.8,-3.2,-276
-3.150000e-03,-252,-4.8,-3.2,-270
-3.140000e-03,-252,-5,-3,-276
-3.130000e-03,-252,-4.8,-3.2,-276
-3.120000e-03,-258,-4.8,-3,-270
-3.110000e-03,-246,-5,-3.2,-270
-3.100000e-03,-246,-5,-2.8,-270
-3.090000e-03,-246,-5,-3.2,-270
-3.080000e-03,-252,-5.2,-3,-270
-3.070000e-03,-252,-5,-3.2,-264
-3.060000e-03,-240,-5,-3,-270
-3.050000e-03,-246,-4.8,-3,-270
-3.040000e-03,-246,-5.2,-3.2,-264
-3.030000e-03,-240,-5,-3.2,-264
-3.020000e-03,-240,-5,-3.2,-258
-3.010000e-03,-252,-5.2,-3,-258
-3.000000e-03,-246,-5.2,-3.4,-264
-2.990000e-03,-240,-5.2,-3.2,-264
-2.980000e-03,-240,-5,-3,-264
-2.970000e-03,-240,-5,-3.2,-264
-2.960000e-03,-234,-5.4,-3,-258
-2.950000e-03,-246,-5.2,-3.2,-258
-2.940000e-03,-240,-5.4,-3.2,-252
-2.930000e-03,-240,-5.2,-3,-252
-2.920000e-03,-240,-5.2,-3,-252
-2.910000e-03,-234,-5.2,-2.8,-252
-2.900000e-03,-240,-5.2,-3,-258
-2.890000e-03,-240,-5.4,-3,-252
-2.880000e-03,-240,-5.4,-3,-258
-2.870000e-03,-234,-5.2,-2.8,-246
-2.860000e-03,-234,-5.4,-3,-246
-2.850000e-03,-234,-5.2,-3,-252
-2.840000e-03,-234,-5.6,-3,-246
-2.830000e-03,-234,-5.2,-3,-252
-2.820000e-03,-228,-5.6,-2.8,-252
-2.810000e-03,-222,-5.4,-3,-252
-2.800000e-03,-228,-5.2,-2.8,-252
-2.790000e-03,-228,-5.6,-3,-246
-2.780000e-03,-228,-5.4,-2.8,-252
-2.770000e-03,-228,-5.4,-2.8,-240
-2.760000e-03,-228,-5.6,-2.8,-240
-2.750000e-03,-228,-5.4,-3,-246
-2.740000e-03,-222,-5.2,-2.8,-246
-2.730000e-03,-228,-5.4,-2.8,-246
-2.720000e-03,-216,-5.8,-2.8,-246
-2.710000e-03,-228,-5.6,-2.6,-240
-2.700000e-03,-222,-5.8,-2.8,-246
-2.690000e-03,-216,-5.4,-2.8,-240
-2.680000e-03,-222,-5.6,-3,-240
-2.670000e-03,-216,-5.4,-2.8,-240
-2.660000e-03,-216,-5.8,-2.8,-240
-2.650000e-03,-222,-5.6,-2.8,-240
-2.640000e-03,-216,-5.8,-2.6,-234
-2.630000e-03,-210,-5.8,-2.8,-240
-2.620000e-03,-216,-5.6,-2.8,-234
-2.610000e-03,-216,-5.8,-2.8,-240
-2.600000e-03,-210,-5.6,-2.6,-234
-2.590000e-03,-216,-5.6,-2.6,-240
-2.580000e-03,-204,-6,-2.6,-234
-2.570000e-03,-216,-5.6,-2.8,-228
-2.560000e-03,-216,-5.8,-2.8,-228
-2.550000e-03,-216,-5.8,-2.8,-234
-2.540000e-03,-210,-5.8,-2.8,-234
-2.530000e-03,-210,-6,-2.4,-228
-2.520000e-03,-216,-5.8,-2.6,-228
-2.510000e-03,-210,-5.8,-2.8,-234
-2.500000e-03,-198,-5.8,-2.6,-234
-2.490000e-03,-210,-6,-2.6,-240
-2.480000e-03,-210,-6,-2.4,-228
-2.470000e-03,-204,-5.6,-2.6,-222
-2.460000e-03,-204,-5.8,-2.8,-228
-2.450000e-03,-204,-5.8,-2.6,-222
-2.440000e-03,-198,-6,-2.8,-222
-2.430000e-03,-204,-6,-2.8,-228
-2.420000e-03,-198,-6,-2.6,-222
-2.410000e-03,-204,-6,-2.8,-222
-2.400000e-03,-204,-5.8,-2.6,-228
-2.390000e-03,-198,-5.8,-2.6,-222
-2.380000e-03,-204,-6,-2.6,-222
-2.370000e-03,-198,-5.8,-2.6,-222
-2.360000e-03,-198,-6,-2.8,-222
-2.350000e-03,-198,-6,-2.6,-216
-2.340000e-03,-198,-5.8,-2.4,-222
-2.330000e-03,-198,-5.8,-2.4,-222
-2.320000e-03,-198,-5.8,-2.6,-216
-2.310000e-03,-198,-6,-2.6,-216
-2.300000e-03,-192,-6,-2.4,-222
-2.290000e-03,-192,-6,-2.6,-222
-2.280000e-03,-198,-6,-2.6,-216
-2.270000e-03,-192,-6,-2.2,-222
-2.260000e-03,-192,-6.2,-2.4,-210
-2.250000e-03,-192,-5.8,-2.4,-210
-2.240000e-03,-192,-6.2,-2.4,-210
-2.230000e-03,-198,-6.2,-2.4,-210
-2.220000e-03,-186,-6.2,-2.4,-204
-2.210000e-03,-192,-6.2,-2.4,-204
-2.200000e-03,-186,-6,-2.4,-210
-2.190000e-03,-180,-6.2,-2.4,-204
-2.180000e-03,-186,-6.2,-2.4,-204
-2.170000e-03,-186,-6,-2.2,-204
-2.160000e-03,-180,-6.2,-2.4,-198
-2.150000e-03,-180,-6.2,-2.4,-204
-2.140000e-03,-186,-6.2,-2.4,-198
-2.130000e-03,-180,-6.2,-2.4,-204
-2.120000e-03,-180,-6.2,-2.2,-198
-2.110000e-03,-180,-6.2,-2.4,-198
-2.100000e-03,-180,-6.4,-2.2,-198
-2.090000e-03,-174,-6.2,-2.2,-198
-2.080000e-03,-174,-6.2,-2.4,-192
-2.070000e-03,-174,-6.2,-2.2,-198
-2.060000e-03,-174,-6.2,-2.4,-198
-2.050000e-03,-174,-6.4,-2.4,-192
-2.040000e-03,-174,-6.2,-2.2,-192
-2.030000e-03,-180,-6.2,-2,-198
-2.020000e-03,-168,-6.4,-2.2,-180
-2.010000e-03,-168,-6.2,-2.4,-198
-2.000000e-03,-168,-6.2,-2.2,-198
-1.990000e-03,-168,-6.2,-2.2,-192
-1.980000e-03,-180,-6.4,-2,-180
-1.970000e-03,-174,-6.4,-2.2,-186
-1.960000e-03,-168,-6.4,-2.2,-186
-1.950000e-03,-162,-6.4,-2.2,-186
-1.940000e-03,-168,-6.2,-2,-180
-1.930000e-03,-168,-6.4,-2,-180
-1.920000e-03,-168,-6.4,-2,-192
-1.910000e-03,-162,-6.4,-2,-186
-1.900000e-03,-162,-6.6,-2,-180
-1.890000e-03,-162,-6.4,-2,-180
-1.880000e-03,-156,-6.4,-2,-180
-1.870000e-03,-156,-6.4,-2,-186
-1.860000e-03,-162,-6.2,-2,-180
-1.850000e-03,-156,-6.4,-2,-186
-1.840000e-03,-156,-6.6,-2,-174
-1.830000e-03,-156,-6.4,-2,-174
-1.820000e-03,-162,-6.4,-1.8,-174
-1.810000e-03,-162,-6.4,-2,-174
-1.800000e-03,-156,-6.4,-2,-174
-1.790000e-03,-156,-6.4,-1.8,-168
-1.780000e-03,-156,-6.4,-1.8,-174
-1.770000e-03,-150,-6.4,-1.8,-174
-1.760000e-03,-156,-6.4,-2,-168
-1.750000e-03,-150,-6.6,-1.8,-174
-1.740000e-03,-156,-6.4,-1.8,-168
-1.730000e-03,-156,-6.4,-1.8,-168
-1.720000e-03,-150,-6.4,-2,-162
-1.710000e-03,-156,-6.4,-2,-162
-1.700000e-03,-150,-6.4,-2,-174
-1.690000e-03,-144,-6.4,-1.8,-168
-1.680000e-03,-150,-6.6,-1.8,-168
-1.670000e-03,-150,-6.4,-1.8,-162
-1.660000e-03,-144,-6.2,-1.8,-162
-1.650000e-03,-150,-6.6,-2,-168
-1.640000e-03,-144,-6.4,-1.8,-168
-1.630000e-03,-144,-6.6,-1.8,-162
-1.620000e-03,-144,-6.4,-1.8,-162
-1.610000e-03,-144,-6.6,-1.8,-162
-1.600000e-03,-138,-6.4,-1.8,-156
-1.590000e-03,-138,-6.6,-1.8,-156
-1.580000e-03,-138,-6.6,-2,-162
-1.570000e-03,-144,-6.6,-1.6,-162
-1.560000e-03,-132,-6.6,-1.8,-162
-1.550000e-03,-138,-6.6,-1.8,-156
-1.540000e-03,-132,-6.8,-1.8,-156
-1.530000e-03,-138,-6.6,-1.6,-162
-1.520000e-03,-138,-6.6,-1.6,-162
-1.510000e-03,-138,-6.6,-1.6,-162
-1.500000e-03,-138,-6.6,-1.8,-156
-1.490000e-03,-138,-6.6,-1.8,-150
-1.480000e-03,-132,-6.4,-1.6,-150
-1.470000e-03,-132,-6.8,-1.6,-150
-1.460000e-03,-126,-6.4,-1.6,-150
-1.450000e-03,-126,-6.4,-1.8,-150
-1.440000e-03,-132,-6.6,-1.6,-150
-1.430000e-03,-132,-6.6,-1.6,-150
-1.420000e-03,-120,-6.6,-1.6,-150
-1.410000e-03,-120,-6.6,-1.4,-144
-1.400000e-03,-126,-6.8,-1.4,-150
-1.390000e-03,-126,-6.8,-1.4,-150
-1.380000e-03,-126,-6.8,-1.6,-144
-1.370000e-03,-126,-6.6,-1.6,-144
-1.360000e-03,-114,-6.6,-1.6,-138
-1.350000e-03,-120,-6.8,-1.6,-144
-1.340000e-03,-120,-6.6,-1.6,-132
-1.330000e-03,-120,-6.6,-1.8,-138
-1.320000e-03,-120,-6.4,-1.6,-138
-1.310000e-03,-120,-6.6,-1.6,-132
-1.300000e-03,-120,-6.6,-1.4,-138
-1.290000e-03,-114,-6.8,-1.4,-138
-1.280000e-03,-114,-6.8,-1.6,-132
-1.270000e-03,-108,-7,-1.6,-132
-1.260000e-03,-114,-6.8,-1.4,-132
-1.250000e-03,-108,-6.6,-1.2,-126
-1.240000e-03,-120,-6.6,-1.4,-132
-1.230000e-03,-102,-6.6,-1.4,-126
-1.220000e-03,-114,-6.6,-1.4,-126
-1.210000e-03,-108,-6.8,-1.2,-120
-1.200000e-03,-108,-6.8,-1.4,-132
-1.190000e-03,-108,-6.8,-1.4,-126
-1.180000e-03,-102,-6.6,-1.2,-132
-1.170000e-03,-102,-6.8,-1.4,-120
-1.160000e-03,-102,-6.8,-1.2,-126
-1.150000e-03,-102,-6.8,-1.2,-126
-1.140000e-03,-96,-6.8,-1.4,-120
-1.130000e-03,-102,-7,-1.4,-126
-1.120000e-03,-102,-6.8,-1,-114
-1.110000e-03,-90,-6.8,-1.2,-120
-1.100000e-03,-96,-6.8,-1.2,-114
-1.090000e-03,-96,-6.6,-1.2,-114
-1.080000e-03,-102,-6.8,-1.2,-120
-1.070000e-03,-102,-6.8,-1.4,-108
-1.060000e-03,-90,-6.6,-1,-114
-1.050000e-03,-90,-6.8,-1.2,-108
-1.040000e-03,-90,-6.8,-1.2,-114
-1.030000e-03,-96,-6.6,-1,-114
-1.020000e-03,-90,-6.8,-1.2,-108
-1.010000e-03,-90,-6.6,-1.2,-114
-1.000000e-03,-90,-6.8,-1,-108
-9.900000e-04,-90,-6.8,-1.2,-108
-9.800000e-04,-90,-6.8,-1,-108
-9.700000e-04,-84,-6.8,-1.6,-108
-9.600000e-04,-96,-7,-1.2,-108
-9.500000e-04,-84,-6.8,-1.2,-108
-9.400000e-04,-84,-6.8,-1,-108
-9.300000e-04,-90,-6.8,-1,-108
-9.200000e-04,-96,-6.8,-1.2,-102
-9.100000e-04,-84,-6.8,-1,-102
-9.000000e-04,-84,-7,-1,-102
-8.900000e-04,-84,-6.8,-1,-96
-8.800000e-04,-78,-6.8,-0.8,-102
-8.700000e-04,-78,-7,-1.2,-102
-8.600000e-04,-84,-6.8,-1.2,-96
-8.500000e-04,-78,-6.8,-1,-96
-8.400000e-04,-78,-7,-1,-90
-8.300000e-04,-78,-6.8,-1,-102
-8.200000e-04,-78,-6.8,-0.8,-102
-8.100000e-04,-72,-6.8,-0.8,-96
-8.000000e-04,-78,-6.8,-1,-102
-7.900000e-04,-72,-6.8,-0.8,-96
-7.800000e-04,-66,-6.6,-1,-96
-7.700000e-04,-66,-7,-1.2,-90
-7.600000e-04,-78,-6.8,-0.8,-90
-7.500000e-04,-66,-7,-1,-90
-7.400000e-04,-78,-6.8,-1,-90
-7.300000e-04,-66,-6.6,-0.8,-96
-7.200000e-04,-72,-6.8,-0.8,-78
-7.100000e-04,-72,-6.8,-0.8,-84
-7.000000e-04,-60,-6.6,-1,-90
-6.900000e-04,-66,-6.8,-1,-90
-6.800000e-04,-60,-6.8,-0.8,-84
-6.700000e-04,-60,-6.8,-0.8,-78
-6.600000e-04,-60,-6.8,-0.8,-78
-6.500000e-04,-66,-6.8,-0.6,-72
-6.400000e-04,-60,-7,-0.8,-78
-6.300000e-04,-60,-6.6,-0.8,-72
-6.200000e-04,-60,-6.8,-0.8,-72
-6.100000e-04,-54,-7,-0.8,-72
-6.000000e-04,-54,-6.8,-0.6,-72
-5.900000e-04,-54,-6.8,-0.6,-72
-5.800000e-04,-54,-6.8,-0.6,-72
-5.700000e-04,-48,-6.8,-0.6,-66
-5.600000e-04,-54,-6.8,-0.8,-72
-5.500000e-04,-48,-6.6,-0.6,-72
-5.400000e-04,-42,-7,-0.8,-66
-5.300000e-04,-54,-6.8,-0.4,-66
-5.200000e-04,-42,-7,-0.6,-66
-5.100000e-04,-54,-6.6,-0.6,-66
-5.000000e-04,-42,-6.8,-0.8,-60
-4.900000e-04,-42,-6.8,-0.4,-66
-4.800000e-04,-42,-6.8,-0.4,-66
-4.700000e-04,-36,-6.8,-0.8,-66
-4.600000e-04,-42,-6.8,-0.8,-54
-4.500000e-04,-36,-6.6,-0.8,-60
-4.400000e-04,-42,-7,-0.4,-60
-4.300000e-04,-42,-6.8,-0.6,-54
-4.200000e-04,-42,-6.8,-0.8,-60
-4.100000e-04,-36,-6.8,-0.6,-54
-4.000000e-04,-30,-6.8,-0.4,-54
-3.900000e-04,-30,-6.8,-0.4,-54
-3.800000e-04,-36,-6.8,-0.6,-54
-3.700000e-04,-36,-6.8,-0.4,-48
-3.600000e-04,-30,-7,-0.4,-48
-3.500000e-04,-24,-6.8,-0.4,-42
-3.400000e-04,-24,-6.8,-0.4,-48
-3.300000e-04,-30,-6.8,-0.6,-42
-3.200000e-04,-30,-6.6,-0.4,-42
-3.100000e-04,-24,-6.8,-0.2,-48
-3.000000e-04,-18,-6.6,-0.6,-48
-2.900000e-04,-24,-6.8,-0.2,-42
-2.800000e-04,-24,-7,-0.2,-42
-2.700000e-04,-24,-6.8,-0.2,-36
-2.600000e-04,-24,-6.6,-0.2,-36
-2.500000e-04,-18,-6.8,-0.2,-42
-2.400000e-04,-18,-6.8,-0.4,-36
-2.300000e-04,-18,-6.8,-0.4,-36
-2.200000e-04,-18,-6.8,-0.4,-36
-2.100000e-04,-18,-6.8,-0.2,-36
-2.000000e-04,-12,-6.6,-0.2,-36
-1.900000e-04,-6,-6.8,-0.2,-30
-1.800000e-04,-12,-6.6,-0.4,-30
-1.700000e-04,-12,-6.6,-0.2,-30
-1.600000e-04,-18,-6.8,-0.2,-30
-1.500000e-04,-12,-6.8,-0.2,-30
-1.400000e-04,-12,-6.6,-0.2,-24
-1.300000e-04,-6,-6.8,-0.2,-24
-1.200000e-04,-6,-6.6,-0.2,-18
-1.100000e-04,-6,-6.6,-0.2,-24
-1.000000e-04,-6,-6.8,-0.2,-24
-9.000000e-05,-6,-6.8,0,-18
-8.000000e-05,-6,-6.6,-0.2,-18
-7.000000e-05,-6,-6.6,-0.2,-18
-6.000000e-05,0,-6.6,-0.2,-24
-5.000000e-05,0,-6.6,-0.2,-12
-4.000000e-05,0,-6.8,0,-18
-3.000000e-05,0,-6.8,0,-12
-2.000000e-05,0,-6.6,0,-6
-1.000000e-05,-6,-6.6,0,-12
5.000000e-15,0,-6.6,0,-6
1.000000e-05,6,-6.6,-0.2,-12
2.000000e-05,0,-6.6,0,-12
3.000000e-05,6,-6.6,0,-6
4.000000e-05,12,-6.6,0,-6
5.000000e-05,6,-6.6,0,-6
6.000000e-05,6,-6.6,0,-6
7.000000e-05,6,-6.6,0,-6
8.000000e-05,12,-6.6,0,-6
9.000000e-05,12,-6.6,0,0
1.000000e-04,12,-6.6,0.2,-6
1.100000e-04,6,-6.8,0,0
1.200000e-04,18,-6.6,0.2,0
1.300000e-04,24,-6.6,0,0
1.400000e-04,18,-6.8,0.2,0
1.500000e-04,18,-6.4,0.2,0
1.600000e-04,12,-6.4,0,0
1.700000e-04,18,-6.4,0,6
1.800000e-04,18,-6.6,0,6
1.900000e-04,24,-6.6,0,6
2.000000e-04,18,-6.6,0.2,12
2.100000e-04,24,-6.6,0.2,6
2.200000e-04,30,-6.6,0.2,12
2.300000e-04,24,-6.4,0.2,12
2.400000e-04,30,-6.4,0.2,12
2.500000e-04,24,-6.6,0.2,12
2.600000e-04,24,-6.4,0.2,18
2.700000e-04,30,-6.2,0.2,18
2.800000e-04,36,-6.4,0.2,12
2.900000e-04,30,-6.4,0.2,18
3.000000e-04,30,-6.4,0.4,18
3.100000e-04,36,-6.4,0.4,18
3.200000e-04,30,-6.4,0.4,18
3.300000e-04,36,-6.4,0.2,24
3.400000e-04,36,-6.4,0.4,24
3.500000e-04,36,-6.2,0.6,30
3.600000e-04,42,-6.4,0.2,30
3.700000e-04,48,-6.4,0.4,24
3.800000e-04,48,-6.4,0.4,24
3.900000e-04,48,-6.4,0.4,30
4.000000e-04,42,-6.4,0.4,30
4.100000e-04,48,-6.4,0.4,30
4.200000e-04,48,-6.4,0.4,30
4.300000e-04,54,-6.2,0.4,36
4.400000e-04,54,-6.4,0.4,30
4.500000e-04,54,-6.4,0.4,30
4.600000e-04,54,-6.4,0.4,36
4.700000e-04,48,-6.2,0.4,42
4.800000e-04,54,-6.2,0.4,36
4.900000e-04,54,-6.2,0.6,36
5.000000e-04,54,-6.2,0.6,42
5.100000e-04,42,-6.4,0.6,42
5.200000e-04,60,-6.4,0.6,48
5.300000e-04,60,-6.2,0.6,42
5.400000e-04,60,-6.2,0.6,42
5.500000e-04,60,-6.2,0.6,42
5.600000e-04,60,-6.2,0.6,42
5.700000e-04,60,-6.2,0.6,48
5.800000e-04,66,-6,0.6,54
5.900000e-04,72,-6.2,0.8,54
6.000000e-04,66,-6.4,0.8,48
6.100000e-04,66,-6.2,0.6,48
6.200000e-04,66,-6,1,54
6.300000e-04,66,-6,0.8,54
6.400000e-04,60,-6,0.8,54
6.500000e-04,66,-6,0.8,54
6.600000e-04,66,-6,0.8,60
6.700000e-04,72,-6,0.6,60
6.800000e-04,66,-6,0.8,60
6.900000e-04,72,-6.2,0.8,66
7.000000e-04,78,-6,0.4,60
7.100000e-04,78,-5.8,0.6,60
7.200000e-04,84,-6,0.8,66
7.300000e-04,78,-6,0.8,66
7.400000e-04,78,-6.2,0.8,66
7.500000e-04,78,-6,0.8,66
7.600000e-04,78,-6,0.8,66
7.700000e-04,78,-6,1,66
7.800000e-04,84,-6,1,66
7.900000e-04,84,-5.8,1,66
8.000000e-04,78,-5.8,1,72
8.100000e-04,84,-6,0.6,72
8.200000e-04,90,-5.8,1,72
8.300000e-04,84,-6,1,72
8.400000e-04,90,-6,0.8,72
8.500000e-04,90,-5.8,0.8,72
8.600000e-04,90,-6.2,0.8,78
8.700000e-04,90,-6,1,78
8.800000e-04,90,-5.8,1,78
8.900000e-04,90,-6,0.8,84
9.000000e-04,90,-5.8,0.8,84
9.100000e-04,96,-6,1,78
9.200000e-04,90,-6,1,78
9.300000e-04,90,-5.8,1,84
9.400000e-04,96,-5.8,1,84
9.500000e-04,96,-5.8,1,84
9.600000e-04,102,-5.6,1.2,84
9.700000e-04,102,-5.6,1.2,84
9.800000e-04,102,-5.8,1,84
9.900000e-04,96,-5.6,1,90
1.000000e-03,108,-5.6,1.2,84
1.010000e-03,102,-5.8,1.2,90
1.020000e-03,102,-5.6,1,90
1.030000e-03,96,-5.6,1.2,90
1.040000e-03,102,-6,1.4,96
1.050000e-03,114,-5.6,1.2,90
1.060000e-03,108,-5.8,1.2,102
1.070000e-03,96,-5.8,1.2,96
1.080000e-03,108,-5.4,1,96
1.090000e-03,108,-5.4,1.2,90
1.100000e-03,108,-5.6,1.2,90
1.110000e-03,108,-5.6,1.2,96
1.120000e-03,108,-5.6,1.2,102
1.130000e-03,108,-5.4,1.2,102
1.140000e-03,114,-5.4,1.2,102
1.150000e-03,108,-5.4,1.2,102
1.160000e-03,114,-5.4,1.2,108
1.170000e-03,120,-5.4,1.4,108
1.180000e-03,114,-5.4,1.2,96
1.190000e-03,114,-5.6,1.4,102
1.200000e-03,114,-5.6,1.4,102
1.210000e-03,114,-5.4,1.4,108
1.220000e-03,114,-5.4,1.4,108
1.230000e-03,120,-5.2,1.4,114
1.240000e-03,120,-5.2,1.2,108
1.250000e-03,114,-5.4,1.2,108
1.260000e-03,126,-5.4,1.4,108
1.270000e-03,120,-5.4,1.4,114
1.280000e-03,126,-5.2,1.6,114
1.290000e-03,126,-5.2,1.2,108
1.300000e-03,126,-5.2,1.4,114
1.310000e-03,126,-5.2,1.4,108
1.320000e-03,126,-5.2,1.4,120
1.330000e-03,126,-5,1.4,120
1.340000e-03,120,-5.4,1.4,114
1.350000e-03,126,-5.2,1.6,120
1.360000e-03,126,-5.2,1.6,114
1.370000e-03,132,-5.2,1.6,114
1.380000e-03,132,-5.2,1.4,120
1.390000e-03,138,-5.2,1.6,120
1.400000e-03,132,-5,1.6,120
1.410000e-03,132,-5.2,1.6,126
1.420000e-03,132,-5.2,1.4,126
1.430000e-03,138,-5.2,1.6,120
